,start_time,end_time,instrument,note,note_value
1482,6327261,6385118,43,72,Dotted Quarter
1483,6327261,6364638,1,52,Quarter
1484,6327261,6364638,1,40,Quarter
1485,6331358,6335966,1,72,Thirty Second
1486,6335966,6341598,1,79,Thirty Second
1487,6341598,6344670,1,82,Thirty Second
1488,6344670,6349278,1,84,Thirty Second
1489,6349278,6353886,1,82,Thirty Second
1490,6353886,6359518,1,79,Thirty Second
1491,6359518,6364126,1,72,Thirty Second
1492,6364638,6399966,1,41,Dotted Eighth
1493,6364638,6399966,1,53,Dotted Eighth
1494,6369758,6375390,1,63,Thirty Second
1495,6375390,6380510,1,69,Thirty Second
1496,6380510,6385118,1,72,Thirty Second
1497,6385118,6406622,41,75,Eighth
1498,6385118,6406622,42,72,Eighth
1499,6385118,6406622,43,63,Eighth
1500,6385118,6391262,1,75,Thirty Second
1501,6391262,6396894,1,72,Thirty Second
1502,6396894,6402014,1,69,Thirty Second
1503,6402014,6406622,1,63,Thirty Second
1504,6406622,6448606,1,58,Quarter
1505,6406622,6448606,42,65,Quarter
1506,6406622,6427614,41,73,Eighth
1507,6406622,6427614,43,61,Eighth
1508,6406622,6448606,1,46,Quarter
1509,6412254,6417374,1,61,Thirty Second
1510,6417374,6421981,1,65,Thirty Second
1511,6421981,6427614,1,70,Thirty Second
1512,6427614,6467037,43,73,Quarter
1513,6427614,6432222,1,73,Thirty Second
1514,6427614,6467037,41,85,Quarter
1515,6432222,6437853,1,77,Thirty Second
1516,6437853,6443486,1,82,Thirty Second
1517,6443486,6448094,1,85,Thirty Second
1518,6448606,6478814,42,77,Dotted Eighth
1519,6448606,6485982,1,44,Quarter
1520,6448606,6485982,1,56,Quarter
1521,6453214,6457310,1,72,Thirty Second
1522,6457310,6462430,1,77,Thirty Second
1523,6462430,6467550,1,80,Thirty Second
1524,6467550,6471134,1,84,Thirty Second
1525,6467550,6504414,41,84,Quarter
1526,6467550,6504414,43,72,Quarter
1527,6471134,6476253,1,80,Thirty Second
1528,6476253,6480862,1,77,Thirty Second
1529,6480862,6485470,1,72,Thirty Second
1530,6485982,6519774,42,77,Dotted Eighth
1531,6485982,6504414,1,43,Eighth
1532,6485982,6504414,1,55,Eighth
1533,6490078,6494686,1,71,Thirty Second
1534,6494686,6499294,1,74,Thirty Second
1535,6499294,6504926,1,77,Thirty Second
1536,6504926,6525918,1,38,Eighth
1537,6504926,6510558,1,83,Thirty Second
1538,6504926,6525918,41,83,Eighth
1539,6504926,6525918,43,71,Eighth
1540,6504926,6525918,1,50,Eighth
1541,6510558,6515678,1,77,Thirty Second
1542,6515678,6521309,1,74,Thirty Second
1543,6521309,6525918,1,71,Thirty Second
1544,6526430,6569438,1,41,Quarter
1545,6526430,6569438,42,79,Quarter
1546,6526430,6569438,1,53,Quarter
1547,6526430,6578654,41,82,Tied Quarter-Sixteenth
1548,6526430,6578654,43,70,Tied Quarter-Sixteenth
1549,6532573,6537694,1,70,Thirty Second
1550,6537694,6542814,1,72,Thirty Second
1551,6542814,6548958,1,79,Thirty Second
1552,6548958,6554590,1,82,Thirty Second
1553,6554590,6560222,1,79,Thirty Second
1554,6560222,6565854,1,72,Thirty Second
1555,6565854,6568926,1,70,Thirty Second
1556,6569438,6606813,1,52,Quarter
1557,6569438,6599646,42,67,Dotted Eighth
1558,6569438,6606813,1,40,Quarter
1559,6575070,6578142,1,72,Thirty Second
1560,6578142,6580190,1,79,Thirty Second
1561,6580190,6584798,1,82,Thirty Second
1562,6584798,6606302,41,84,Eighth
1563,6584798,6590430,1,84,Thirty Second
1564,6584798,6606302,43,72,Eighth
1565,6590430,6596062,1,82,Thirty Second
1566,6596062,6601182,1,79,Thirty Second
1567,6601182,6606302,1,72,Thirty Second
1568,6606813,6636510,41,80,Dotted Eighth
1569,6606813,6628830,1,53,Eighth
1570,6606813,6628830,42,65,Eighth
1571,6606813,6636510,43,68,Dotted Eighth
1572,6606813,6628830,1,41,Eighth
1573,6611934,6618077,1,68,Thirty Second
1574,6618077,6623710,1,74,Thirty Second
1575,6623710,6628830,1,77,Thirty Second
1576,6628830,6650846,42,67,Eighth
1577,6628830,6634462,1,80,Thirty Second
1578,6628830,6650846,1,47,Eighth
1579,6628830,6650846,1,35,Eighth
1580,6634462,6640605,1,77,Thirty Second
1581,6636510,6650846,43,70,Triplet
1582,6636510,6650846,41,82,Triplet
1583,6640605,6646238,1,74,Thirty Second
1584,6646238,6650846,1,68,Thirty Second
1585,6651358,6689246,42,64,Dotted Eighth
1586,6651358,6656990,1,36,Thirty Second
1587,6651358,6689246,43,67,Dotted Eighth
1588,6651358,6689246,41,79,Dotted Eighth
1589,6656990,6664158,1,48,Thirty Second
1590,6664158,6670302,1,55,Thirty Second
1591,6670302,6674910,1,60,Thirty Second
1592,6675422,6681054,1,64,Thirty Second
1593,6681054,6685661,1,67,Thirty Second
1594,6685661,6691294,1,72,Thirty Second
1595,6691294,6696414,1,76,Thirty Second
1596,6696414,6745566,41,76,Tied Quarter-Sixteenth
1597,6696414,6709726,42,67,Triplet
1598,6696414,6715870,1,79,Eighth
1599,6696414,6733790,43,60,Quarter
1600,6709726,6722526,42,67,Triplet
1601,6723038,6733277,42,67,Triplet
1602,6733790,6807006,43,61,Half
1603,6733790,6745566,42,67,Triplet
1604,6733790,6745566,42,70,Triplet
1605,6745566,6757853,42,67,Triplet
1606,6745566,6757853,42,70,Triplet
1607,6751197,6771678,41,76,Eighth
1608,6758366,6771678,42,67,Triplet
1609,6758366,6771678,42,70,Triplet
1610,6772190,6792670,41,76,Eighth
1611,6772190,6784989,42,70,Triplet
1612,6772190,6784989,42,67,Triplet
1613,6785502,6799326,42,70,Triplet
1614,6785502,6799326,42,67,Triplet
1615,6792670,6814173,41,77,Eighth
1616,6799838,6814173,42,67,Triplet
1617,6799838,6814173,42,70,Triplet
1618,6814686,6847454,43,62,Quarter
1619,6814686,6860254,41,77,Tied Quarter-Sixteenth
1620,6814686,6828510,42,71,Triplet
1621,6814686,6828510,42,67,Triplet
1622,6829022,6836701,42,67,Triplet
1623,6829022,6836701,42,71,Triplet
1624,6837214,6847454,42,71,Triplet
1625,6837214,6847454,42,67,Triplet
1626,6847454,6859742,42,72,Triplet
1627,6847454,6859742,42,67,Triplet
1628,6847454,6920157,43,63,Half
1629,6860254,6873053,42,67,Triplet
1630,6860254,6873053,42,72,Triplet
1631,6866398,6886878,41,78,Eighth
1632,6873566,6886878,42,72,Triplet
1633,6873566,6886878,42,67,Triplet
1634,6887390,6901726,42,67,Triplet
1635,6887390,6901726,42,72,Triplet
1636,6887390,6907358,41,81,Eighth
1637,6902237,6914014,42,67,Triplet
1638,6902237,6914014,42,72,Triplet
1639,6907358,6923742,41,78,Eighth
1640,6914526,6923742,42,67,Triplet
1641,6914526,6923742,42,72,Triplet
1642,6923742,6972382,41,79,Tied Quarter-Sixteenth
1643,6923742,6936542,42,67,Triplet
1644,6923742,6936542,42,72,Triplet
1645,6923742,6958046,43,64,Quarter
1646,6937054,6948318,42,72,Triplet
1647,6937054,6948318,42,67,Triplet
1648,6948830,6957534,42,67,Triplet
1649,6948830,6957534,42,72,Triplet
1650,6958046,6971870,42,72,Triplet
1651,6958046,6971870,42,70,Triplet
1652,6958046,7040478,43,65,Half
1653,6972382,6986718,42,72,Triplet
1654,6972382,6986718,42,70,Triplet
1655,6979550,7003102,41,80,Eighth
1656,6987230,7003102,42,72,Triplet
1657,6987230,7003102,42,70,Triplet
1658,7003102,7017438,42,72,Triplet
1659,7003102,7025630,41,80,Eighth
1660,7003102,7017438,42,70,Triplet
1661,7017950,7032798,42,72,Triplet
1662,7017950,7032798,42,70,Triplet
1663,7025630,7047646,41,81,Eighth
1664,7033310,7047646,42,69,Triplet
1665,7033310,7047646,42,72,Triplet
1666,7048158,7084510,43,66,Quarter
1667,7048158,7061982,42,69,Triplet
1668,7048158,7061982,42,72,Triplet
1669,7062494,7072734,42,72,Triplet
1670,7062494,7072734,42,69,Triplet
1671,7067614,7084510,41,81,Eighth
1672,7073246,7084510,42,69,Triplet
1673,7073246,7084510,42,72,Triplet
1674,7084510,7097822,42,72,Triplet
1675,7084510,7097822,42,69,Triplet
1676,7084510,7103454,41,86,Eighth
1677,7084510,7114718,43,62,Dotted Eighth
1678,7097822,7110110,42,72,Triplet
1679,7097822,7110110,42,69,Triplet
1680,7103454,7139806,41,81,Quarter
1681,7110622,7121374,42,69,Triplet
1682,7110622,7121374,42,72,Triplet
1683,7121886,7133150,1,70,Triplet
1684,7121886,7133150,1,74,Triplet
1685,7121886,7151070,42,70,Dotted Eighth
1686,7121886,7158238,1,55,Quarter
1687,7121886,7158238,1,67,Quarter
1688,7133662,7145950,1,70,Triplet
1689,7133662,7145950,1,74,Triplet
1690,7140318,7158238,41,82,Eighth
1691,7145950,7157726,1,70,Triplet
1692,7145950,7157726,1,74,Triplet
1693,7158238,7170014,1,73,Triplet
1694,7158238,7170014,1,67,Triplet
1695,7158238,7170014,1,75,Triplet
1696,7158238,7175646,41,87,Eighth
1697,7158238,7189470,1,51,Dotted Eighth
1698,7158238,7189470,1,63,Dotted Eighth
1699,7170525,7182814,1,67,Triplet
1700,7170525,7182814,1,73,Triplet
1701,7170525,7182814,1,75,Triplet
1702,7175646,7215070,41,83,Quarter
1703,7182814,7196126,1,67,Triplet
1704,7182814,7196126,1,75,Triplet
1705,7182814,7196126,1,73,Triplet
1706,7196638,7208414,1,75,Triplet
1707,7196638,7208414,1,68,Triplet
1708,7196638,7208414,1,72,Triplet
1709,7196638,7235550,42,56,Quarter
1710,7196638,7235550,43,44,Quarter
1711,7208925,7222237,1,75,Triplet
1712,7208925,7222237,1,68,Triplet
1713,7208925,7222237,1,72,Triplet
1714,7215581,7235550,41,84,Eighth
1715,7222750,7235038,1,75,Triplet
1716,7222750,7235038,1,68,Triplet
1717,7222750,7235038,1,72,Triplet
1718,7235550,7249373,1,75,Triplet
1719,7235550,7249373,1,77,Triplet
1720,7235550,7257054,41,89,Eighth
1721,7235550,7269342,42,53,Dotted Eighth
1722,7235550,7269342,43,41,Dotted Eighth
1723,7235550,7249373,1,69,Triplet
1724,7249886,7263198,1,77,Triplet
1725,7249886,7263198,1,69,Triplet
1726,7249886,7263198,1,75,Triplet
1727,7257054,7291870,41,85,Quarter
1728,7263710,7273438,1,75,Triplet
1729,7263710,7273438,1,69,Triplet
1730,7263710,7273438,1,77,Triplet
1731,7273438,7285214,1,74,Triplet
1732,7273438,7285214,1,77,Triplet
1733,7273438,7285214,1,70,Triplet
1734,7273438,7311838,1,34,Quarter
1735,7273438,7311838,1,46,Quarter
1736,7285726,7298014,1,70,Triplet
1737,7285726,7298014,1,74,Triplet
1738,7285726,7298014,1,77,Triplet
1739,7291870,7311838,43,62,Eighth
1740,7291870,7311838,41,86,Eighth
1741,7291870,7311838,42,74,Eighth
1742,7298526,7311326,1,77,Triplet
1743,7298526,7311326,1,74,Triplet
1744,7298526,7311326,1,70,Triplet
1745,7311838,7329246,43,59,Eighth
1746,7311838,7322078,1,71,Triplet
1747,7311838,7322078,1,77,Triplet
1748,7311838,7322078,1,79,Triplet
1749,7311838,7329246,41,91,Eighth
1750,7311838,7329246,42,79,Eighth
1751,7311838,7343582,1,31,Dotted Eighth
1752,7311838,7343582,1,43,Dotted Eighth
1753,7322078,7335902,1,79,Triplet
1754,7322078,7335902,1,71,Triplet
1755,7322078,7335902,1,77,Triplet
1756,7329246,7350238,41,86,Eighth
1757,7329246,7350238,42,74,Eighth
1758,7329246,7350238,43,65,Eighth
1759,7336926,7350238,1,71,Triplet
1760,7336926,7350238,1,77,Triplet
1761,7336926,7350238,1,79,Triplet
1762,7350749,7365598,1,79,Dotted Sixteenth
1763,7350749,7365598,41,87,Dotted Sixteenth
1764,7350749,7365598,42,75,Dotted Sixteenth
1765,7350749,7365598,43,63,Dotted Sixteenth
1766,7350749,7365598,1,72,Dotted Sixteenth
1767,7350749,7365598,1,75,Dotted Sixteenth
1768,7350749,7365598,1,36,Dotted Sixteenth
1769,7350749,7365598,1,48,Dotted Sixteenth
1770,7373277,7380446,41,88,Triplet Sixteenth
1771,7373277,7380446,42,76,Triplet Sixteenth
1772,7373277,7380446,43,61,Triplet Sixteenth
1773,7373277,7380446,1,67,Triplet Sixteenth
1774,7373277,7380446,1,73,Triplet Sixteenth
1775,7373277,7380446,1,76,Triplet Sixteenth
1776,7373277,7380446,1,79,Triplet Sixteenth
1777,7373277,7380446,1,34,Triplet Sixteenth
1778,7373277,7380446,1,46,Triplet Sixteenth
1779,7394782,7429597,41,89,Dotted Eighth
1780,7394782,7429597,42,77,Dotted Eighth
1781,7394782,7429597,43,60,Dotted Eighth
1782,7394782,7429597,1,65,Dotted Eighth
1783,7394782,7429597,1,72,Dotted Eighth
1784,7394782,7429597,1,77,Dotted Eighth
1785,7394782,7429597,1,33,Dotted Eighth
1786,7394782,7429597,1,45,Dotted Eighth
1787,7436766,7473630,41,90,Dotted Eighth
1788,7436766,7473630,42,78,Dotted Eighth
1789,7436766,7473630,43,48,Dotted Eighth
1790,7436766,7473630,1,66,Dotted Eighth
1791,7436766,7473630,1,72,Dotted Eighth
1792,7436766,7473630,1,74,Dotted Eighth
1793,7436766,7473630,1,78,Dotted Eighth
1794,7436766,7473630,1,32,Dotted Eighth
1795,7436766,7473630,1,44,Dotted Eighth
1796,7480798,7502302,43,55,Eighth
1797,7480798,7502302,41,91,Eighth
1798,7480798,7502302,42,79,Eighth
1799,7480798,7502302,1,67,Eighth
1800,7480798,7502302,1,71,Eighth
1801,7480798,7502302,1,79,Eighth
1802,7480798,7502302,1,31,Eighth
1803,7480798,7502302,1,43,Eighth
1804,7515614,7526366,1,67,Sixteenth
1805,7515614,7526366,1,79,Sixteenth
1806,7515614,7526366,1,31,Sixteenth
1807,7515614,7526366,1,43,Sixteenth
1808,7526878,7549918,1,67,Eighth
1809,7526878,7549918,1,79,Eighth
1810,7526878,7549918,1,31,Eighth
1811,7526878,7549918,1,43,Eighth
1812,7562717,7572958,1,67,Sixteenth
1813,7562717,7572958,1,79,Sixteenth
1814,7562717,7572958,1,31,Sixteenth
1815,7562717,7572958,1,43,Sixteenth
1816,7573470,7594974,1,67,Eighth
1817,7573470,7594974,1,79,Eighth
1818,7573470,7594974,1,31,Eighth
1819,7573470,7594974,1,43,Eighth
1820,7605726,7616478,1,67,Sixteenth
1821,7605726,7616478,1,79,Sixteenth
1822,7605726,7616478,1,31,Sixteenth
1823,7605726,7616478,1,43,Sixteenth
1824,7616478,7639006,1,67,Eighth
1825,7616478,7639006,1,79,Eighth
1826,7616478,7639006,1,31,Eighth
1827,7616478,7639006,1,43,Eighth
1828,7652318,7663070,1,67,Sixteenth
1829,7652318,7663070,1,78,Sixteenth
1830,7652318,7663070,1,79,Sixteenth
1831,7652318,7663070,1,31,Sixteenth
1832,7652318,7663070,1,42,Sixteenth
1833,7663582,7685086,1,67,Eighth
1834,7663582,7685086,1,78,Eighth
1835,7663582,7685086,1,79,Eighth
1836,7663582,7685086,1,31,Eighth
1837,7663582,7685086,1,42,Eighth
1838,7700446,7712734,1,67,Sixteenth
1839,7700446,7712734,1,78,Sixteenth
1840,7700446,7712734,1,79,Sixteenth
1841,7700446,7712734,1,31,Sixteenth
1842,7700446,7712734,1,42,Sixteenth
1843,7713246,7735262,1,67,Eighth
1844,7713246,7735262,1,78,Eighth
1845,7713246,7735262,1,79,Eighth
1846,7713246,7735262,1,31,Eighth
1847,7713246,7735262,1,42,Eighth
1848,7747549,7759326,1,67,Sixteenth
1849,7747549,7759326,1,78,Sixteenth
1850,7747549,7759326,1,79,Sixteenth
1851,7747549,7759326,1,31,Sixteenth
1852,7747549,7759326,1,42,Sixteenth
1853,7759838,7781341,1,67,Eighth
1854,7759838,7781341,1,78,Eighth
1855,7759838,7781341,1,79,Eighth
1856,7759838,7781341,1,31,Eighth
1857,7759838,7781341,1,42,Eighth
1858,7792605,7802846,1,67,Sixteenth
1859,7792605,7802846,1,77,Sixteenth
1860,7792605,7802846,1,79,Sixteenth
1861,7792605,7802846,1,31,Sixteenth
1862,7792605,7802846,1,41,Sixteenth
1863,7792605,7802846,1,43,Sixteenth
1864,7803358,7823838,1,77,Eighth
1865,7803358,7823838,1,79,Eighth
1866,7803358,7823838,1,31,Eighth
1867,7803358,7823838,1,67,Eighth
1868,7803358,7823838,1,41,Eighth
1869,7803358,7823838,1,43,Eighth
1870,7803358,7861214,43,50,Tied Quarter-Sixteenth
1871,7835613,7845854,1,77,Sixteenth
1872,7835613,7845854,1,79,Sixteenth
1873,7835613,7845854,1,31,Sixteenth
1874,7835613,7845854,1,41,Sixteenth
1875,7835613,7845854,1,43,Sixteenth
1876,7835613,7845854,1,67,Sixteenth
1877,7846366,7867358,1,67,Eighth
1878,7846366,7867358,1,77,Eighth
1879,7846366,7867358,1,79,Eighth
1880,7846366,7867358,1,31,Eighth
1881,7846366,7867358,1,41,Eighth
1882,7846366,7867358,1,43,Eighth
1883,7861214,7876061,43,51,Triplet
1884,7876061,7893470,43,47,Triplet
1885,7882206,7893470,1,67,Sixteenth
1886,7882206,7893470,1,77,Sixteenth
1887,7882206,7893470,1,79,Sixteenth
1888,7882206,7893470,1,31,Sixteenth
1889,7882206,7893470,1,41,Sixteenth
1890,7882206,7893470,1,43,Sixteenth
1891,7893981,7914461,1,67,Eighth
1892,7893981,7914461,1,77,Eighth
1893,7893981,7914461,1,79,Eighth
1894,7893981,7914461,1,31,Eighth
1895,7893981,7914461,1,41,Eighth
1896,7893981,7914461,1,43,Eighth
1897,7893981,7932381,43,50,Quarter
1898,7925214,7932381,1,76,Sixteenth
1899,7925214,7932381,1,79,Sixteenth
1900,7925214,7932381,1,31,Sixteenth
1901,7925214,7932381,1,40,Sixteenth
1902,7925214,7932381,1,43,Sixteenth
1903,7925214,7932381,1,67,Sixteenth
1904,7932381,7951838,1,67,Eighth
1905,7932381,7951838,1,76,Eighth
1906,7932381,7951838,1,79,Eighth
1907,7932381,7951838,1,31,Eighth
1908,7932381,7951838,1,40,Eighth
1909,7932381,7951838,1,43,Eighth
1910,7932381,7966173,43,48,Dotted Eighth
1911,7932381,7982045,42,67,Tied Quarter-Sixteenth
1912,7962590,7968734,1,76,Sixteenth
1913,7962590,7968734,1,79,Sixteenth
1914,7962590,7968734,1,31,Sixteenth
1915,7962590,7968734,1,40,Sixteenth
1916,7962590,7968734,1,43,Sixteenth
1917,7962590,7968734,1,67,Sixteenth
1918,7969246,7988190,1,31,Eighth
1919,7969246,7988190,1,67,Eighth
1920,7969246,7988190,1,76,Eighth
1921,7969246,7988190,1,79,Eighth
1922,7969246,7988190,1,40,Eighth
1923,7969246,7988190,1,43,Eighth
1924,7969246,8054750,43,60,Half
1925,7982045,7995358,42,69,Triplet
1926,7995358,8009694,42,64,Triplet
1927,7998430,8009694,1,31,Sixteenth
1928,7998430,8009694,1,40,Sixteenth
1929,7998430,8009694,1,43,Sixteenth
1930,7998430,8009694,1,76,Sixteenth
1931,7998430,8009694,1,79,Sixteenth
1932,7998430,8009694,1,67,Sixteenth
1933,8010206,8031709,1,67,Eighth
1934,8010206,8031709,1,79,Eighth
1935,8010206,8031709,1,31,Eighth
1936,8010206,8031709,1,40,Eighth
1937,8010206,8031709,1,43,Eighth
1938,8010206,8054750,42,67,Quarter
1939,8010206,8031709,1,76,Eighth
1940,8043486,8054237,1,79,Sixteenth
1941,8043486,8054237,1,31,Sixteenth
1942,8043486,8054237,1,39,Sixteenth
1943,8043486,8054237,1,43,Sixteenth
1944,8043486,8054237,1,67,Sixteenth
1945,8043486,8054237,1,75,Sixteenth
1946,8054750,8076254,1,67,Eighth
1947,8054750,8076254,1,75,Eighth
1948,8054750,8076254,1,79,Eighth
1949,8054750,8076254,1,31,Eighth
1950,8054750,8076254,1,39,Eighth
1951,8054750,8076254,1,43,Eighth
1952,8054750,8092637,42,66,Dotted Eighth
1953,8054750,8092637,43,57,Dotted Eighth
1954,8054750,8115678,41,72,Tied Quarter-Sixteenth
1955,8088542,8099806,1,31,Sixteenth
1956,8088542,8099806,1,67,Sixteenth
1957,8088542,8099806,1,75,Sixteenth
1958,8088542,8099806,1,79,Sixteenth
1959,8088542,8099806,1,39,Sixteenth
1960,8088542,8099806,1,43,Sixteenth
1961,8100318,8116190,43,51,Dotted Sixteenth
1962,8100318,8122334,1,67,Eighth
1963,8100318,8122334,1,75,Eighth
1964,8100318,8122334,1,79,Eighth
1965,8100318,8122334,1,31,Eighth
1966,8100318,8122334,1,39,Eighth
1967,8100318,8122334,1,43,Eighth
1968,8100318,8190942,42,78,Half
1969,8115678,8130014,41,74,Triplet
1970,8122846,8130014,43,48,Triplet Sixteenth
1971,8130014,8144862,41,69,Triplet
1972,8134110,8144862,1,75,Sixteenth
1973,8134110,8144862,1,79,Sixteenth
1974,8134110,8144862,1,67,Sixteenth
1975,8134110,8144862,1,39,Sixteenth
1976,8134110,8144862,1,43,Sixteenth
1977,8134110,8144862,1,31,Sixteenth
1978,8145374,8168414,1,67,Eighth
1979,8145374,8168414,1,75,Eighth
1980,8145374,8168414,1,79,Eighth
1981,8145374,8168414,1,31,Eighth
1982,8145374,8168414,1,39,Eighth
1983,8145374,8168414,1,43,Eighth
1984,8145374,8183262,43,43,Dotted Eighth
1985,8145374,8204254,41,72,Tied Quarter-Sixteenth
1986,8179678,8190430,1,79,Sixteenth
1987,8179678,8190430,1,67,Sixteenth
1988,8179678,8190430,1,74,Sixteenth
1989,8179678,8190430,1,31,Sixteenth
1990,8179678,8190430,1,38,Sixteenth
1991,8179678,8190430,1,43,Sixteenth
1992,8190942,8210910,1,43,Eighth
1993,8190942,8210910,42,74,Eighth
1994,8190942,8210910,1,67,Eighth
1995,8190942,8210910,1,74,Eighth
1996,8190942,8210910,1,79,Eighth
1997,8190942,8210910,1,55,Eighth
1998,8223197,8233438,41,71,Sixteenth
1999,8223197,8233438,42,67,Sixteenth
2000,8223197,8233438,43,43,Sixteenth
2001,8223197,8233438,1,67,Sixteenth
2002,8223197,8233438,1,71,Sixteenth
2003,8223197,8233438,1,79,Sixteenth
2004,8223197,8233438,1,41,Sixteenth
2005,8223197,8233438,1,53,Sixteenth
2006,8233950,8255454,41,72,Eighth
2007,8233950,8255454,42,69,Eighth
2008,8233950,8255454,43,55,Eighth
2009,8233950,8255454,1,67,Eighth
2010,8233950,8255454,1,72,Eighth
2011,8233950,8255454,1,79,Eighth
2012,8233950,8255454,1,39,Eighth
2013,8233950,8255454,1,51,Eighth
2014,8266718,8279517,41,74,Sixteenth
2015,8266718,8279517,42,71,Sixteenth
2016,8266718,8279517,43,53,Sixteenth
2017,8266718,8279517,1,67,Sixteenth
2018,8266718,8279517,1,74,Sixteenth
2019,8266718,8279517,1,79,Sixteenth
2020,8266718,8279517,1,38,Sixteenth
2021,8266718,8279517,1,50,Sixteenth
2022,8279517,8299997,41,75,Eighth
2023,8279517,8299997,42,72,Eighth
2024,8279517,8299997,43,51,Eighth
2025,8279517,8299997,1,67,Eighth
2026,8279517,8299997,1,75,Eighth
2027,8279517,8299997,1,79,Eighth
2028,8279517,8299997,1,36,Eighth
2029,8279517,8299997,1,48,Eighth
2030,8310750,8320478,41,74,Sixteenth
2031,8310750,8320478,42,74,Sixteenth
2032,8310750,8320478,43,55,Sixteenth
2033,8310750,8320478,1,67,Sixteenth
2034,8310750,8320478,1,74,Sixteenth
2035,8310750,8320478,1,79,Sixteenth
2036,8310750,8320478,1,35,Sixteenth
2037,8310750,8320478,1,47,Sixteenth
2038,8320990,8342494,1,36,Eighth
2039,8320990,8342494,41,75,Eighth
2040,8320990,8342494,42,72,Eighth
2041,8320990,8342494,43,48,Eighth
2042,8320990,8342494,1,67,Eighth
2043,8320990,8342494,1,75,Eighth
2044,8320990,8342494,1,79,Eighth
2045,8320990,8342494,1,48,Eighth
2046,8354270,8365022,43,60,Sixteenth
2047,8354270,8365022,1,67,Sixteenth
2048,8354270,8365022,1,76,Sixteenth
2049,8354270,8365022,41,76,Sixteenth
2050,8354270,8365022,1,79,Sixteenth
2051,8354270,8365022,1,34,Sixteenth
2052,8354270,8365022,1,46,Sixteenth
2053,8354270,8365022,42,60,Sixteenth
2054,8365534,8385501,41,77,Eighth
2055,8365534,8385501,42,72,Eighth
2056,8365534,8385501,43,48,Eighth
2057,8365534,8385501,1,67,Eighth
2058,8365534,8385501,1,77,Eighth
2059,8365534,8385501,1,79,Eighth
2060,8365534,8385501,1,33,Eighth
2061,8365534,8385501,1,45,Eighth
2062,8395230,8406494,41,78,Sixteenth
2063,8395230,8406494,42,72,Sixteenth
2064,8395230,8406494,43,48,Sixteenth
2065,8395230,8406494,1,67,Sixteenth
2066,8395230,8406494,1,78,Sixteenth
2067,8395230,8406494,1,79,Sixteenth
2068,8395230,8406494,1,32,Sixteenth
2069,8395230,8406494,1,44,Sixteenth
2070,8407006,8429534,1,79,Eighth
2071,8407006,8429534,41,79,Eighth
2072,8407006,8429534,42,71,Eighth
2073,8407006,8429534,43,55,Eighth
2074,8407006,8429534,1,67,Eighth
2075,8407006,8429534,1,31,Eighth
2076,8407006,8429534,1,43,Eighth
2077,8439774,8450526,42,55,Sixteenth
2078,8439774,8450526,42,65,Sixteenth
2079,8439774,8450526,41,79,Sixteenth
2080,8439774,8450526,41,67,Sixteenth
2081,8451038,8476126,42,65,Eighth
2082,8451038,8509406,1,50,Tied Quarter-Sixteenth
2083,8451038,8476126,41,67,Eighth
2084,8451038,8476126,41,79,Eighth
2085,8451038,8476126,42,55,Eighth
2086,8451038,8509406,1,38,Tied Quarter-Sixteenth
2087,8487902,8497630,42,55,Sixteenth
2088,8487902,8497630,42,65,Sixteenth
2089,8487902,8497630,41,67,Sixteenth
2090,8487902,8497630,41,79,Sixteenth
2091,8498142,8516062,41,67,Eighth
2092,8498142,8516062,41,79,Eighth
2093,8498142,8516062,42,55,Eighth
2094,8498142,8516062,42,65,Eighth
2095,8509406,8524766,1,39,Triplet
2096,8509406,8524766,1,51,Triplet
2097,8524766,8540126,1,35,Triplet
2098,8524766,8540126,1,47,Triplet
2099,8529886,8540126,42,55,Sixteenth
2100,8529886,8540126,42,65,Sixteenth
2101,8529886,8540126,41,67,Sixteenth
2102,8529886,8540126,41,79,Sixteenth
2103,8540638,8580062,1,50,Dotted Eighth
2104,8540638,8563166,41,67,Eighth
2105,8540638,8563166,41,79,Eighth
2106,8540638,8563166,42,55,Eighth
2107,8540638,8563166,42,65,Eighth
2108,8540638,8580062,1,38,Dotted Eighth
2109,8575454,8586718,41,79,Sixteenth
2110,8575454,8586718,42,55,Sixteenth
2111,8575454,8586718,41,67,Sixteenth
2112,8575454,8586718,42,64,Sixteenth
2113,8587230,8607198,41,67,Eighth
2114,8587230,8607198,41,79,Eighth
2115,8587230,8607198,42,55,Eighth
2116,8587230,8607198,42,64,Eighth
2117,8587230,8621534,1,36,Dotted Eighth
2118,8587230,8621534,1,48,Dotted Eighth
2119,8587230,8643550,43,55,Tied Quarter-Sixteenth
2120,8587230,8643550,1,67,Tied Quarter-Sixteenth
2121,8617950,8628702,42,64,Sixteenth
2122,8617950,8628702,41,67,Sixteenth
2123,8617950,8628702,41,79,Sixteenth
2124,8617950,8628702,42,55,Sixteenth
2125,8629214,8708574,1,45,Half
2126,8629214,8708574,1,33,Half
2127,8629214,8650206,42,55,Eighth
2128,8629214,8650206,42,64,Eighth
2129,8629214,8650206,41,79,Eighth
2130,8629214,8650206,41,67,Eighth
2131,8643550,8657886,1,69,Triplet
2132,8643550,8657886,43,57,Triplet
2133,8657886,8671198,43,52,Triplet
2134,8657886,8671198,1,64,Triplet
2135,8661470,8671198,42,55,Sixteenth
2136,8661470,8671198,41,67,Sixteenth
2137,8661470,8671198,41,79,Sixteenth
2138,8661470,8671198,42,64,Sixteenth
