,start_time,end_time,note
1166,8698334,8720350,76
1167,8698334,8720350,46
1168,8698334,8739806,67
1169,8698334,8739806,55
1170,8720350,8758238,64
1171,8720350,8758238,47
1172,8720350,8758238,76
1173,8740318,8758238,66
1174,8740318,8758238,54
1175,8758238,8778718,59
1176,8758238,8798174,76
1177,8758238,8778718,56
1178,8758238,8778718,68
1179,8778718,8819166,47
1180,8778718,8798174,69
1181,8778718,8798174,57
1182,8798174,8819166,66
1183,8798174,8819166,54
1184,8798174,8819166,76
1185,8819678,8841694,59
1186,8819678,8841694,75
1187,8819678,8841694,71
1188,8819678,8841694,59
1189,8841694,8871390,64
1190,8841694,8871390,52
1191,8841694,8871390,76
1192,8841694,8871390,52
1193,8893406,8912862,64
1194,8912862,9044446,64
1195,8912862,8933342,76
1196,8912862,8933342,61
1197,8937438,8953822,56
1198,8937438,8953822,71
1199,8953822,8971742,73
1200,8953822,8971742,57
1201,8971742,8989150,74
1202,8971742,8989150,59
1203,8989662,9006558,54
1204,8989662,9006558,69
1205,9006558,9022942,71
1206,9006558,9022942,56
1207,9022942,9044446,73
1208,9022942,9044446,57
1209,9044446,9062366,64
1210,9044446,9062366,71
1211,9044446,9062366,56
1212,9062878,9081822,63
1213,9062878,9081822,69
1214,9062878,9081822,54
1215,9081822,9099742,52
1216,9081822,9099742,64
1217,9081822,9099742,68
1218,9099742,9120222,52
1219,9099742,9111518,75
1220,9112030,9120222,76
1221,9120734,9130462,75
1222,9120734,9141726,76
1223,9120734,9141726,52
1224,9131486,9158622,76
1225,9141726,9273310,52
1226,9141726,9158622,88
1227,9141726,9158622,49
1228,9158622,9176030,71
1229,9158622,9176030,44
1230,9158622,9176030,83
1231,9176542,9194974,45
1232,9176542,9194974,85
1233,9176542,9194974,73
1234,9194974,9215454,86
1235,9194974,9215454,47
1236,9194974,9215454,74
1237,9215454,9234910,69
1238,9215454,9234910,81
1239,9215454,9234910,42
1240,9234910,9253854,71
1241,9234910,9253854,83
1242,9234910,9253854,44
1243,9254366,9273310,73
1244,9254366,9273310,85
1245,9254366,9273310,45
1246,9273310,9290206,64
1247,9273310,9290206,83
1248,9273310,9290206,71
1249,9273310,9290206,44
1250,9290206,9312734,81
1251,9290206,9312734,69
1252,9290206,9312734,64
1253,9290206,9312734,42
1254,9313246,9331166,80
1255,9313246,9331166,68
1256,9313246,9331166,64
1257,9313246,9331166,40
1258,9331166,9358814,63
1259,9358814,9380318,76
1260,9358814,9380318,64
1261,9358814,9380318,62
1262,9381342,9424862,52
1263,9381342,9424862,45
1264,9381342,9402846,73
1265,9381342,9402846,61
1266,9381342,9424862,61
1267,9402846,9424862,76
1268,9402846,9424862,64
1269,9424862,9446878,81
1270,9424862,9446878,52
1271,9424862,9446878,69
1272,9424862,9446878,61
1273,9424862,9446878,40
1274,9446878,9483230,47
1275,9446878,9464798,81
1276,9446878,9464798,69
1277,9446878,9483230,52
1278,9446878,9483230,62
1279,9465310,9483230,68
1280,9465310,9483230,80
1281,9483230,9505758,69
1282,9483230,9505758,81
1283,9483230,9505758,52
1284,9483230,9505758,62
1285,9483230,9505758,40
1286,9505758,9524190,83
1287,9505758,9524190,71
1288,9505758,9541086,62
1289,9505758,9541086,44
1290,9505758,9541086,52
1291,9524702,9528798,85
1292,9524702,9528798,73
1293,9528798,9532894,71
1294,9528798,9532894,83
1295,9532894,9541086,70
1296,9532894,9541086,82
1297,9541086,9557470,62
1298,9541086,9557470,40
1299,9541086,9549278,83
1300,9541086,9549278,71
1301,9541086,9557470,52
1302,9549278,9557470,73
1303,9549278,9557470,85
1304,9557470,9596382,45
1305,9557470,9578462,83
1306,9557470,9578462,71
1307,9557470,9596382,52
1308,9557470,9596382,61
1309,9578974,9596382,69
1310,9578974,9596382,81
1311,9596382,9614814,49
1312,9596382,9633246,69
1313,9596382,9633246,57
1314,9596382,9649630,88
1315,9614814,9649630,37
1316,9633246,9649630,68
1317,9633246,9649630,56
1318,9650142,9688542,55
1319,9650142,9688542,67
1320,9650142,9671134,49
1321,9650142,9688542,88
1322,9671134,9713630,38
1323,9688542,9713630,86
1324,9688542,9713630,66
1325,9688542,9713630,54
1326,9714142,9752030,86
1327,9714142,9734110,50
1328,9714142,9752030,71
1329,9714142,9752030,59
1330,9734622,9769950,40
1331,9752030,9769950,85
1332,9752030,9769950,57
1333,9752030,9769950,69
1334,9769950,9790430,62
1335,9769950,9790430,83
1336,9769950,9790430,68
1337,9769950,9790430,52
1338,9790942,9819614,81
1339,9790942,9819614,69
1340,9790942,9819614,61
1341,9790942,9819614,45
1342,9839070,9857502,64
1343,9857502,9876958,61
1344,9857502,9876958,76
1345,9857502,9986526,64
1346,9876958,9895902,56
1347,9876958,9895902,71
1348,9895902,9915358,57
1349,9895902,9915358,73
1350,9915870,9933278,59
1351,9915870,9933278,74
1352,9933278,9951710,54
1353,9933278,9951710,69
1354,9951710,9968094,71
1355,9951710,9968094,56
1356,9968606,9986526,57
1357,9968606,9986526,73
1358,9986526,10004958,56
1359,9986526,10004958,64
1360,9986526,10004958,71
1361,10004958,10023390,63
1362,10004958,10023390,54
1363,10004958,10023390,69
1364,10024414,10046942,52
1365,10024414,10046942,64
1366,10024414,10046942,68
1367,10046942,10064862,52
1368,10046942,10056670,75
1369,10056670,10064862,76
1370,10064862,10082270,52
1371,10064862,10073054,75
1372,10064862,10082270,76
1373,10073054,10098654,76
1374,10082270,10098654,88
1375,10082270,10098654,49
1376,10082270,10212830,52
1377,10099166,10116574,44
1378,10099166,10116574,83
1379,10099166,10116574,71
1380,10116574,10137054,73
1381,10116574,10137054,85
1382,10116574,10137054,45
1383,10137054,10156510,86
1384,10137054,10156510,74
1385,10137054,10156510,47
1386,10157022,10175454,69
1387,10157022,10175454,81
1388,10157022,10175454,42
1389,10175454,10192862,71
1390,10175454,10192862,83
1391,10175454,10192862,44
1392,10192862,10212830,73
1393,10192862,10212830,85
1394,10192862,10212830,45
1395,10213342,10230238,71
1396,10213342,10230238,83
1397,10213342,10230238,64
1398,10213342,10230238,44
1399,10230238,10249182,81
1400,10230238,10249182,69
1401,10230238,10249182,64
1402,10230238,10249182,42
1403,10249182,10270174,80
1404,10249182,10270174,68
1405,10249182,10270174,64
1406,10249182,10270174,40
1407,10270174,10292702,63
1408,10293214,10319838,64
1409,10293214,10319838,76
1410,10293214,10319838,62
1411,10319838,10338270,73
1412,10319838,10338270,61
1413,10319838,10359774,52
1414,10319838,10359774,61
1415,10319838,10359774,45
1416,10338270,10359774,64
1417,10338270,10359774,76
1418,10360286,10390494,81
1419,10360286,10390494,61
1420,10360286,10390494,52
1421,10360286,10390494,69
1422,10360286,10390494,40
1423,10390494,10408926,81
1424,10390494,10408926,69
1425,10390494,10425822,52
1426,10390494,10425822,62
1427,10390494,10425822,47
1428,10408926,10425822,68
1429,10408926,10425822,80
1430,10426334,10443230,81
1431,10426334,10443230,69
1432,10426334,10443230,52
1433,10426334,10443230,62
1434,10426334,10443230,40
1435,10443230,10479070,44
1436,10443230,10479070,52
1437,10443230,10461662,83
1438,10443230,10461662,71
1439,10443230,10479070,62
1440,10461662,10465758,85
1441,10461662,10465758,73
1442,10465758,10470878,71
1443,10465758,10470878,83
1444,10470878,10479070,82
1445,10470878,10479070,70
1446,10479070,10487262,71
1447,10479070,10499550,40
1448,10479070,10487262,83
1449,10479070,10499550,52
1450,10479070,10499550,62
1451,10487774,10499550,73
1452,10487774,10499550,85
1453,10500062,10538462,52
1454,10500062,10520030,83
1455,10500062,10520030,71
1456,10500062,10538462,61
1457,10500062,10538462,45
1458,10520030,10538462,81
1459,10520030,10538462,69
1460,10538462,10577374,57
1461,10538462,10593758,88
1462,10538462,10555870,49
1463,10538462,10577374,69
1464,10577374,10593758,68
1465,10577374,10593758,56
1466,10593758,10614238,49
1467,10593758,10632670,88
1468,10593758,10632670,67
1469,10593758,10632670,55
1470,10614750,10652126,38
1471,10632670,10652126,54
1472,10632670,10652126,86
1473,10632670,10652126,66
1474,10652126,10687454,71
1475,10652126,10669022,50
1476,10652126,10687454,59
1477,10652126,10687454,86
1478,10669022,10706398,40
1479,10687454,10706398,57
1480,10687454,10706398,85
1481,10687454,10706398,69
1482,10706910,10725342,83
1483,10706910,10725342,68
1484,10706910,10725342,62
1485,10706910,10725342,52
1486,10725854,10763230,45
1487,10725854,10763230,81
1488,10725854,10763230,69
1489,10725854,10763230,61
1490,10782686,10791390,73
1491,10805214,10863070,76
1492,10827742,10845150,73
1493,10845150,10863070,69
1494,10863070,10916318,71
1495,10880478,10898398,68
1496,10898910,10916318,64
1497,10916318,10925022,74
1498,10925022,10933214,73
1499,10933214,10940894,71
1500,10933214,10952158,61
1501,10941406,10952158,69
1502,10952670,10960862,68
1503,10952670,10969566,57
1504,10960862,10969566,69
1505,10969566,10986974,73
1506,10969566,10986974,64
1507,10986974,10999262,71
1508,11004382,11016158,73
1509,11021790,11081694,76
1510,11042270,11062238,73
1511,11062750,11081694,69
1512,11082206,11118558,73
1513,11101150,11118558,69
1514,11118558,11138526,73
1515,11118558,11138526,66
1516,11139038,11194334,81
1517,11161566,11177950,78
1518,11177950,11194334,75
1519,11194846,11229662,75
1520,11212254,11229662,71
1521,11229662,11254238,69
1522,11229662,11254238,75
1523,11255262,11306974,83
1524,11271646,11290078,68
1525,11290078,11306974,64
1526,11306974,11315165,81
1527,11315678,11323358,80
1528,11323870,11332062,78
1529,11323870,11343326,73
1530,11332062,11343326,76
1531,11343326,11355613,75
1532,11343326,11364829,71
1533,11356126,11364829,76
1534,11364829,11382749,69
1535,11364829,11382749,78
1536,11382749,11399646,81
1537,11382749,11395550,66
1538,11403742,11412446,71
1539,11403742,11412446,75
1540,11422174,11440606,76
1541,11422174,11440606,64
1542,11459038,11468253,61
1543,11477469,11546590,64
1544,11503070,11523550,69
1545,11503070,11523550,57
1546,11503070,11523550,61
1547,11524062,11546590,73
1548,11524062,11546590,57
1549,11524062,11546590,61
1550,11546590,11595742,59
1551,11562973,11578846,56
1552,11562973,11578846,76
1553,11562973,11578846,64
1554,11579358,11595742,80
1555,11579358,11595742,68
1556,11579358,11595742,52
1557,11595742,11603933,62
1558,11603933,11614174,61
1559,11614174,11633118,81
1560,11614174,11633118,69
1561,11614174,11633118,49
1562,11614174,11622878,59
1563,11622878,11633118,57
1564,11633630,11642846,56
1565,11633630,11651550,85
1566,11633630,11651550,73
1567,11633630,11651550,45
1568,11643358,11651550,57
1569,11651550,11673054,76
1570,11651550,11673054,88
1571,11651550,11673054,61
1572,11651550,11673054,40
1573,11673054,11685854,59
1574,11691998,11700702,61
1575,11710942,11767262,64
1576,11732958,11750878,69
1577,11732958,11750878,57
1578,11732958,11750878,61
1579,11750878,11767262,73
1580,11750878,11767262,61
1581,11750878,11767262,57
1582,11767774,11806174,61
1583,11787230,11806174,73
1584,11787230,11806174,61
1585,11787230,11806174,57
1586,11806174,11826142,61
1587,11806174,11826142,81
1588,11806174,11826142,54
1589,11806174,11826142,69
1590,11826654,11892189,69
1591,11843038,11869661,54
1592,11843038,11869661,75
1593,11843038,11869661,63
1594,11869661,11892189,51
1595,11869661,11892189,78
1596,11869661,11892189,66
1597,11892702,11925470,63
1598,11909086,11925470,47
1599,11909086,11925470,78
1600,11909086,11925470,66
1601,11925470,11942366,63
1602,11925470,11942366,83
1603,11925470,11942366,45
1604,11925470,11942366,71
1605,11942366,11993054,71
1606,11960286,11977182,44
1607,11960286,11977182,76
1608,11960286,11977182,64
1609,11977182,11993054,68
1610,11977182,11993054,80
1611,11977182,11993054,40
1612,11993054,12001246,69
1613,12001246,12009950,68
1614,12010462,12019678,66
1615,12010462,12032478,80
1616,12010462,12032478,68
1617,12010462,12032478,49
1618,12020190,12032478,64
1619,12032478,12040670,63
1620,12032478,12049374,85
1621,12032478,12049374,73
1622,12032478,12049374,47
1623,12040670,12049374,64
1624,12049374,12069342,66
1625,12049374,12069342,45
1626,12069342,12083678,85
1627,12069342,12083678,73
1628,12069342,12083678,69
1629,12069342,12083678,42
1630,12087774,12103134,69
1631,12087774,12103134,81
1632,12087774,12103134,63
1633,12087774,12103134,47
1634,12107742,12127710,80
1635,12107742,12127710,68
1636,12107742,12127710,64
1637,12107742,12127710,40
1638,12149726,12168670,64
1639,12168670,12185565,52
1640,12168670,12226526,59
1641,12168670,12226526,56
1642,12168670,12226526,74
1643,12185565,12207070,52
1644,12207582,12226526,52
1645,12226526,12279262,57
1646,12226526,12235230,73
1647,12226526,12244446,52
1648,12226526,12279262,61
1649,12235230,12241886,76
1650,12244446,12262366,52
1651,12244446,12251614,74
1652,12253662,12259806,73
1653,12262878,12279262,52
1654,12262878,12268510,71
1655,12270558,12276702,69
1656,12279262,12285918,68
1657,12279262,12296158,62
1658,12279262,12296158,59
1659,12279262,12296158,52
1660,12287966,12294110,64
1661,12296158,12303326,68
1662,12305374,12311006,71
1663,12313566,12319198,76
1664,12321758,12326878,78
1665,12329950,12336094,80
1666,12338142,12344286,76
1667,12345822,12351454,80
1668,12353502,12358110,81
1669,12360158,12366814,83
1670,12369374,12376030,85
1671,12378590,12430302,71
1672,12378590,12395998,64
1673,12378590,12430302,86
1674,12378590,12430302,68
1675,12395998,12413406,64
1676,12413406,12430302,64
1677,12430814,12438494,85
1678,12430814,12447198,64
1679,12430814,12488670,73
1680,12430814,12488670,69
1681,12439006,12445150,88
1682,12447198,12465117,64
1683,12447198,12454366,86
1684,12456414,12463070,85
1685,12465117,12488670,64
1686,12465117,12473310,83
1687,12475358,12485598,81
1688,12489182,12494814,80
1689,12489182,12506078,74
1690,12489182,12506078,71
1691,12489182,12506078,64
1692,12497374,12503518,78
1693,12506590,12517342,76
1694,12519390,12525022,75
1695,12526046,12532190,76
1696,12534750,12539870,78
1697,12541405,12547550,80
1698,12550110,12552670,81
1699,12555229,12561374,82
1700,12564446,12569054,83
1701,12571614,12577246,84
1702,12579806,12586974,85
1703,12590046,12597214,86
1704,12590046,12609502,53
1705,12599774,12605406,83
1706,12610014,12626398,68
1707,12610014,12615646,80
1708,12610014,12626398,71
1709,12618205,12624350,74
1710,12626398,12634078,86
1711,12626398,12644318,74
1712,12626398,12644318,71
1713,12636125,12642270,86
1714,12644318,12650462,85
1715,12644318,12660702,54
1716,12652510,12658653,81
1717,12661214,12678110,61
1718,12661214,12667358,78
1719,12661214,12678110,69
1720,12669918,12675550,73
1721,12678110,12696030,69
1722,12678110,12686302,85
1723,12678110,12696030,73
1724,12688350,12694494,85
1725,12696030,12702174,85
1726,12696030,12712414,56
1727,12704222,12710366,80
1728,12712414,12728286,64
1729,12712414,12718046,76
1730,12712414,12728286,61
1731,12720606,12726237,73
1732,12728798,12745182,64
1733,12728798,12734942,85
1734,12728798,12745182,73
1735,12736990,12743134,85
1736,12745182,12761566,57
1737,12745182,12751326,85
1738,12752862,12759006,79
1739,12761566,12778974,61
1740,12761566,12768734,76
1741,12761566,12778974,64
1742,12771293,12776926,73
1743,12779486,12785117,85
1744,12779486,12795358,73
1745,12779486,12795358,64
1746,12787166,12793310,85
1747,12795358,12805598,80
1748,12795358,12817374,56
1749,12807645,12815326,76
1750,12817374,12824542,73
1751,12817374,12835806,64
1752,12817374,12835806,61
1753,12827102,12833758,68
1754,12836318,12851166,68
1755,12836318,12841950,68
1756,12836318,12851166,64
1757,12843998,12849118,68
1758,12851678,12857822,68
1759,12851678,12868062,44
1760,12859870,12866013,63
1761,12868574,12886494,56
1762,12868574,12874718,60
1763,12868574,12886494,54
1764,12877278,12884445,56
1765,12886494,12906461,54
1766,12886494,12894174,56
1767,12886494,12906461,56
1768,12896734,12903902,56
1769,12906461,12967390,52
1770,12906461,12926430,37
1771,12906461,12967390,61
1772,12906461,12967390,56
1773,12926430,12945886,37
1774,12945886,12967390,37
1775,12967390,13021662,64
1776,12967390,12987358,37
1777,12967390,13021662,61
1778,12967390,13021662,56
1779,12987358,13003742,37
1780,13003742,13021662,37
1781,13022686,13112286,60
1782,13022686,13042654,37
1783,13022686,13050845,57
1784,13022686,13058526,63
1785,13043166,13058526,37
1786,13050845,13058526,56
1787,13059038,13063646,64
1788,13059038,13068254,57
1789,13059038,13076958,37
1790,13063646,13068254,63
1791,13068254,13076958,56
1792,13068254,13072862,61
1793,13072862,13076958,63
1794,13076958,13095901,54
1795,13076958,13095901,37
1796,13076958,13112286,68
1797,13095901,13112286,54
1798,13095901,13112286,37
1799,13112286,13121502,57
1800,13112286,13132766,60
1801,13112286,13132766,37
1802,13112286,13132766,54
1803,13122526,13132766,56
1804,13132766,13194206,56
1805,13132766,13153758,61
1806,13132766,13153758,37
1807,13132766,13194206,52
1808,13153758,13173726,37
1809,13153758,13159389,63
1810,13159389,13164510,61
1811,13164510,13173726,60
1812,13174238,13194206,37
1813,13174238,13183454,61
1814,13183454,13194206,63
1815,13194718,13211614,64
1816,13194718,13211614,52
1817,13194718,13211614,49
1818,13218270,13233630,64
1819,13218270,13233630,52
1820,13218270,13233630,49
1821,13240285,13257182,64
1822,13240285,13257182,52
1823,13240285,13257182,49
1824,13355486,13363678,73
1825,13373406,13429214,76
1826,13390814,13409758,73
1827,13409758,13429214,69
1828,13429214,13485022,71
1829,13447645,13465565,68
1830,13465565,13485022,64
1831,13485022,13493726,74
1832,13493726,13504478,73
1833,13504478,13512158,71
1834,13504478,13521374,61
1835,13512670,13521374,69
1836,13521886,13542878,57
1837,13521886,13533149,68
1838,13533149,13542878,69
1839,13542878,13559262,73
1840,13542878,13559262,64
1841,13559262,13573598,71
1842,13578206,13591518,73
1843,13599710,13651934,76
1844,13616606,13635038,73
1845,13635550,13651934,69
1846,13651934,13690846,73
1847,13669854,13690846,69
1848,13690846,13708254,73
1849,13690846,13708254,66
1850,13708766,13760990,81
1851,13728222,13745630,78
1852,13745630,13760990,75
1853,13761502,13793246,75
1854,13776861,13793246,71
1855,13793246,13824990,75
1856,13793246,13824990,69
1857,13825502,13880797,83
1858,13844445,13863902,67
1859,13863902,13880797,64
1860,13880797,13888990,81
1861,13889501,13898717,79
1862,13899230,13907421,78
1863,13899230,13915614,71
1864,13907421,13915614,76
1865,13915614,13924830,79
1866,13915614,13934046,67
1867,13924830,13934046,76
1868,13934046,13951966,74
1869,13952477,13956574,76
1870,13952477,13971422,69
1871,13956574,13962206,74
1872,13962206,13967326,73
1873,13967326,13971422,74
1874,13971422,13990366,57
1875,13971422,13979613,78
1876,13971422,13990366,57
1877,13979613,13990366,76
1878,13990366,14012894,74
1879,13990366,14012894,62
1880,13990366,14054878,69
1881,14013406,14033885,54
1882,14033885,14054878,50
1883,14054878,14113246,64
1884,14074333,14092253,49
1885,14092765,14113246,61
1886,14092765,14113246,45
1887,14113246,14122462,67
1888,14113246,14163934,69
1889,14122462,14130142,66
1890,14130142,14146014,38
1891,14130142,14138846,64
1892,14139358,14146014,62
1893,14146525,14163934,42
1894,14146525,14155230,61
1895,14155230,14163934,62
1896,14163934,14174686,62
1897,14163934,14220254,64
1898,14174686,14183390,61
1899,14183390,14202846,45
1900,14183390,14193630,59
1901,14193630,14202846,57
1902,14203358,14211038,59
1903,14203358,14220254,69
1904,14203358,14220254,55
1905,14211550,14220254,61
1906,14220254,14271454,81
1907,14220254,14237150,62
1908,14220254,14228958,67
1909,14228958,14237150,66
1910,14237150,14255069,69
1911,14237150,14246366,64
1912,14237150,14255069,54
1913,14246366,14255069,62
1914,14255069,14263262,61
1915,14255069,14271454,45
1916,14263773,14271454,62
1917,14271966,14325726,76
1918,14271966,14280158,62
1919,14271966,14289374,57
1920,14280158,14289374,61
1921,14289374,14299102,59
1922,14289374,14307806,64
1923,14289374,14307806,49
1924,14299102,14307806,57
1925,14307806,14316510,56
1926,14307806,14325726,45
1927,14317022,14325726,57
1928,14326238,14380510,69
1929,14326238,14335965,79
1930,14326238,14344670,57
1931,14335965,14344670,78
1932,14344670,14352862,76
1933,14344670,14361054,66
1934,14344670,14361054,50
1935,14352862,14361054,74
1936,14361054,14380510,45
1937,14361054,14370782,73
1938,14370782,14380510,74
1939,14381021,14389214,61
1940,14381021,14397918,78
1941,14381021,14397918,57
1942,14389726,14397918,69
1943,14397918,14414302,67
1944,14397918,14406110,73
1945,14397918,14410718,76
1946,14397918,14414302,57
1947,14406110,14414302,69
1948,14414302,14423518,69
1949,14414302,14423518,76
1950,14414302,14432734,55
1951,14423518,14432734,73
1952,14432734,14448605,74
1953,14432734,14448605,66
1954,14432734,14480862,81
1955,14449118,14464990,54
1956,14449118,14464990,62
1957,14464990,14480862,50
1958,14464990,14517726,69
1959,14480862,14497246,57
1960,14480862,14517726,78
1961,14497758,14517726,62
1962,14497758,14517726,49
1963,14517726,14539230,78
1964,14517726,14539230,50
1965,14517726,14573534,66
1966,14539230,14592989,86
1967,14539230,14555614,59
1968,14556126,14573534,62
1969,14556126,14573534,46
1970,14573534,14592989,47
1971,14573534,14609374,74
1972,14592989,14609374,59
1973,14592989,14628829,80
1974,14609374,14628829,52
1975,14609374,14628829,68
1976,14609374,14628829,64
1977,14629854,14679518,76
1978,14629854,14647774,50
1979,14629854,14647774,80
1980,14647774,14696413,88
1981,14647774,14663134,61
1982,14663134,14679518,57
1983,14663134,14679518,48
1984,14680030,14696413,49
1985,14680030,14736350,69
1986,14696413,14706142,86
1987,14696413,14714845,61
1988,14706142,14714845,85
1989,14714845,14736350,54
1990,14714845,14726110,83
1991,14714845,14736350,66
1992,14726110,14736350,81
1993,14736862,14752734,73
1994,14736862,14774238,66
1995,14736862,14744542,80
1996,14736862,14752734,52
1997,14744542,14752734,81
1998,14753246,14774238,50
1999,14753246,14774238,83
2000,14753246,14774238,78
2001,14774750,14786526,47
2002,14774750,14786526,86
2003,14774750,14786526,74
2004,14774750,14786526,62
2005,14791646,14808030,74
2006,14791646,14808030,59
2007,14791646,14808030,52
2008,14791646,14808030,80
2009,14813150,14850013,81
2010,14813150,14850013,73
2011,14813150,14850013,57
2012,14813150,14850013,45
2013,14867422,14884830,64
2014,14885342,14944222,71
2015,14885342,14944222,68
2016,14885342,14944222,64
2017,14885342,14944222,62
2018,14944222,14999005,61
2019,14944222,14999005,73
2020,14944222,14999005,69
2021,14944222,14999005,64
2022,15000030,15015390,68
2023,15000030,15004638,76
2024,15000030,15015390,64
2025,15000030,15015390,59
2026,15004638,15010270,74
2027,15010270,15018462,73
2028,15021021,15032286,64
2029,15021021,15027166,74
2030,15021021,15032286,71
2031,15021021,15032286,56
2032,15029214,15035358,71
2033,15037918,15045086,76
2034,15037918,15050206,68
2035,15037918,15050206,64
2036,15037918,15050206,52
2037,15047134,15054302,74
2038,15056862,15072734,73
2039,15056862,15072734,64
2040,15056862,15072734,64
2041,15056862,15072734,57
2042,15078878,15090142,81
2043,15112670,15189470,83
2044,15112670,15189470,64
2045,15112670,15189470,71
2046,15112670,15189470,56
2047,15112670,15189470,50
2048,15189982,15262174,64
2049,15189982,15262174,85
2050,15189982,15262174,73
2051,15189982,15262174,57
2052,15189982,15262174,49
2053,15263198,15282653,57
2054,15263198,15291869,88
2055,15263198,15291869,66
2056,15263198,15304670,47
2057,15283166,15296477,69
2058,15291869,15301598,74
2059,15291869,15301598,86
2060,15304670,15329246,52
2061,15304670,15312350,85
2062,15304670,15312350,74
2063,15304670,15320542,68
2064,15314910,15323613,74
2065,15314910,15323613,83
2066,15329246,15361502,81
2067,15329246,15361502,73
2068,15329246,15361502,69
2069,15329246,15361502,45
2070,15543262,15554014,69
